Date,Index_Value
2017-07-06,150.583961
2017-07-07,151.296915
2017-07-10,151.357575
2017-07-11,151.329667
2017-07-12,152.268363
2017-07-13,152.535794
2017-07-14,153.073911
2017-07-17,152.979274
2017-07-18,153.163388
2017-07-19,153.925654
2017-07-20,153.935273
2017-07-21,153.514671
2017-07-24,153.309914
2017-07-25,154.20098
2017-07-26,154.417607
2017-07-27,154.031693
2017-07-28,153.885115
2017-07-31,153.974661
2017-08-01,154.427589
2017-08-02,154.56105
2017-08-03,154.628954
2017-08-04,155.137259
2017-08-07,155.601119
2017-08-08,155.349593
2017-08-09,155.465567
2017-08-10,153.513995
2017-08-11,153.601382
2017-08-14,155.321577
2017-08-15,155.502479
2017-08-16,155.856478
2017-08-17,153.706237
2017-08-18,153.455881
2017-08-21,153.445871
2017-08-22,155.032586
2017-08-23,154.444372
2017-08-24,154.138145
2017-08-25,154.395012
2017-08-28,154.533879
2017-08-29,154.656576
2017-08-30,155.201566
2017-08-31,156.150411
2017-09-01,156.637472
2017-09-05,155.67351
2017-09-06,156.262669
2017-09-07,156.478314
2017-09-08,155.992622
2017-09-11,157.936443
2017-09-12,158.626463
2017-09-13,158.924343
2017-09-14,159.098778
2017-09-15,159.210023
2017-09-18,159.807676
2017-09-19,160.004801
2017-09-20,159.826887
2017-09-21,159.352048
2017-09-22,159.185746
2017-09-25,158.450196
2017-09-26,158.420599
2017-09-27,158.877625
2017-09-28,159.359123
2017-09-29,159.627478
2017-09-29,159.98809
2017-10-02,160.510116
2017-10-03,161.041466
2017-10-04,161.322214
2017-10-05,161.965171
2017-10-06,161.730629
2017-10-09,161.41687
2017-10-10,161.839892
2017-10-11,162.138708
2017-10-12,161.714623
2017-10-13,162.087313
2017-10-16,162.60437
2017-10-17,162.824691
2017-10-18,162.886707
2017-10-19,163.722446
2017-10-20,164.775945
2017-10-23,164.311708
2017-10-24,164.983888
2017-10-25,164.587569
2017-10-26,165.504984
2017-10-27,166.524356
2017-10-30,165.795379
2017-10-31,165.907594
2017-11-01,166.168086
2017-11-02,165.877784
2017-11-03,166.689757
2017-11-06,166.681921
2017-11-07,166.991855
2017-11-08,167.212951
2017-11-09,166.639493
2017-11-10,166.857488
2017-11-13,167.143135
2017-11-14,166.978906
2017-11-15,166.063771
2017-11-16,167.391374
2017-11-17,166.931756
2017-11-20,167.286258
2017-11-21,168.370591
2017-11-22,168.28391
2017-11-24,168.700608
2017-11-27,168.668045
2017-11-28,170.538821
2017-11-29,170.582493
2017-11-30,172.087351
2017-12-01,171.82111
2017-12-04,171.75922
2017-12-05,171.276145
2017-12-06,171.019898
2017-12-07,171.482873
2017-12-08,172.334347
2017-12-11,173.022784
2017-12-12,173.24446
2017-12-13,173.568055
2017-12-14,173.011102
2017-12-15,174.404633
2017-12-18,175.373905
2017-12-19,174.975606
2017-12-20,174.917982
2017-12-21,175.651852
2017-12-22,175.392127
2017-12-26,175.208298
2017-12-27,175.393467
2017-12-28,175.806586
2017-12-29,174.652311
2017-12-29,173.730789
2018-01-02,175.297502
2018-01-03,176.651171
2018-01-04,177.884676
2018-01-05,179.240059
2018-01-08,179.191356
2018-01-09,179.85994
2018-01-10,179.97911
2018-01-11,181.320177
2018-01-12,183.028385
2018-01-16,182.239738
2018-01-17,183.717043
2018-01-18,183.400298
2018-01-19,183.949751
2018-01-22,185.188417
2018-01-23,185.196423
2018-01-24,185.221704
2018-01-25,185.792839
2018-01-26,187.876465
2018-01-29,186.460191
2018-01-30,184.191692
2018-01-31,184.597584
2018-02-01,184.447758
2018-02-02,180.141739
2018-02-05,172.345829
2018-02-06,176.017024
2018-02-07,174.540793
2018-02-08,167.68963
2018-02-09,170.935908
2018-02-12,173.412325
2018-02-13,173.903019
2018-02-14,176.186742
2018-02-15,178.117906
2018-02-16,178.350759
2018-02-20,177.198886
2018-02-21,176.28529
2018-02-22,176.860631
2018-02-23,179.574035
2018-02-26,182.141902
2018-02-27,179.587397
2018-02-28,177.126736
2018-03-01,174.522905
2018-03-02,175.350201
2018-03-05,177.358007
2018-03-06,177.851602
2018-03-07,177.835191
2018-03-08,178.9127
2018-03-09,182.266011
2018-03-12,182.10747
2018-03-13,180.784391
2018-03-14,179.676018
2018-03-15,179.819586
2018-03-16,179.788709
2018-03-19,177.213239
2018-03-20,177.685109
2018-03-21,177.498926
2018-03-22,171.990847
2018-03-23,168.45095
2018-03-26,172.998909
2018-03-27,170.068402
2018-03-28,169.412286
2018-03-29,171.393961
2018-03-29,173.300055
2018-04-02,169.667189
2018-04-03,171.974068
2018-04-04,174.126394
2018-04-05,175.593887
2018-04-06,171.546458
2018-04-09,172.130191
2018-04-10,175.153501
2018-04-11,173.939809
2018-04-12,175.537615
2018-04-13,175.256782
2018-04-16,176.445347
2018-04-17,178.412065
2018-04-18,178.797449
2018-04-19,178.518113
2018-04-20,177.154881
2018-04-23,177.229346
2018-04-24,174.876229
2018-04-25,174.875333
2018-04-26,177.154559
2018-04-27,177.187843
2018-04-30,175.861554
2018-05-01,175.854337
2018-05-02,174.819775
2018-05-03,174.497208
2018-05-04,176.531717
2018-05-07,177.101884
2018-05-08,177.228207
2018-05-09,178.8402
2018-05-10,180.583562
2018-05-11,181.192663
2018-05-14,181.604424
2018-05-15,180.092036
2018-05-16,180.795814
2018-05-17,180.635951
2018-05-18,180.468334
2018-05-21,182.260668
2018-05-22,181.96602
2018-05-23,182.079006
2018-05-24,181.681198
2018-05-25,181.047362
2018-05-29,178.870835
2018-05-30,181.462735
2018-05-31,180.377356
2018-06-01,181.916962
2018-06-04,182.771743
2018-06-05,182.889209
2018-06-06,184.71478
2018-06-07,184.910145
2018-06-08,185.405219
2018-06-11,185.492639
2018-06-12,185.831608
2018-06-13,184.927524
2018-06-14,184.994088
2018-06-15,184.537593
2018-06-18,184.076541
2018-06-19,183.215745
2018-06-20,182.917344
2018-06-21,181.821376
2018-06-22,181.942665
2018-06-25,179.718063
2018-06-26,180.301053
2018-06-27,179.156833
2018-06-28,180.642774
2018-06-29,181.124847
2018-06-29,181.77871
2018-07-02,182.20684
2018-07-03,181.164934
2018-07-05,182.378882
2018-07-06,183.559477
2018-07-09,185.240348
2018-07-10,186.367054
2018-07-11,184.946133
2018-07-12,186.879641
2018-07-13,187.102783
2018-07-16,187.239602
2018-07-17,188.028372
2018-07-18,188.388256
2018-07-19,187.756337
2018-07-20,187.830037
2018-07-23,188.041295
2018-07-24,189.88472
2018-07-25,191.672836
2018-07-26,191.781936
2018-07-27,190.836121
2018-07-30,189.630835
2018-07-31,190.418067
2018-08-01,190.305382
2018-08-02,191.171089
2018-08-03,191.948603
2018-08-06,192.769606
2018-08-07,193.51744
2018-08-08,193.189628
2018-08-09,192.506509
2018-08-10,191.234699
2018-08-13,190.362785
2018-08-14,191.218664
2018-08-15,189.831026
2018-08-16,191.80848
2018-08-17,192.435548
2018-08-20,192.879179
2018-08-21,193.587455
2018-08-22,193.644313
2018-08-23,193.453869
2018-08-24,194.525884
2018-08-27,196.141947
2018-08-28,196.320367
2018-08-29,197.518708
2018-08-30,196.660964
2018-08-31,196.64707
2018-09-04,196.508267
2018-09-05,196.351406
2018-09-06,195.915775
2018-09-07,195.592389
2018-09-10,196.319339
2018-09-11,197.111016
2018-09-12,197.425605
2018-09-13,198.642686
2018-09-14,198.411051
2018-09-17,197.494875
2018-09-18,198.702826
2018-09-19,199.278507
2018-09-20,200.717524
2018-09-21,200.561119
2018-09-24,199.692122
2018-09-25,199.780137
2018-09-26,198.944925
2018-09-27,199.549537
2018-09-28,199.342351
2018-09-28,199.181697
2018-10-01,200.468823
2018-10-02,200.154355
2018-10-03,200.288188
2018-10-04,198.288963
2018-10-05,196.941656
2018-10-08,196.833079
2018-10-09,197.018362
2018-10-10,190.41589
2018-10-11,186.706769
2018-10-12,190.061655
2018-10-15,188.440438
2018-10-16,192.757687
2018-10-17,192.929355
2018-10-18,189.900659
2018-10-19,189.844991
2018-10-22,189.209969
2018-10-23,187.810573
2018-10-24,182.096391
2018-10-25,186.024862
2018-10-26,182.456883
2018-10-29,181.621438
2018-10-30,183.902242
2018-10-31,186.625247
2018-11-01,187.906555
2018-11-02,187.250545
2018-11-05,188.436674
2018-11-06,189.579052
2018-11-07,193.927206
2018-11-08,193.639055
2018-11-09,191.985074
2018-11-12,187.48812
2018-11-13,186.922631
2018-11-14,185.601768
2018-11-15,187.341415
2018-11-16,187.701336
2018-11-19,183.847458
2018-11-20,180.144097
2018-11-21,180.862714
2018-11-23,179.265826
2018-11-26,182.231882
2018-11-27,183.06421
2018-11-28,188.157946
2018-11-29,188.145066
2018-11-30,190.12543
2018-12-03,192.286355
2018-12-04,185.886965
2018-12-06,185.681205
2018-12-07,180.983362
2018-12-10,181.268174
2018-12-11,181.243253
2018-12-12,182.373707
2018-12-13,182.640218
2018-12-14,179.009602
2018-12-17,175.727345
